question,options,right_answer
"必须从中华民族伟大复兴战略高度把握新时代党的民族工作的历史方位,以实现中华民族伟大复兴为出发点和落脚点,统筹谋划和推进新时代党的民族工作.","['正确', '错误']",['正确']
"建设中华民族共有精神家园应以社会主义核心价值观为引领,具体内容包括().","['弘扬各民族优秀传统文化', '发展社会主义先进文化', '深化宗教中国化,深化宗教文化是中华文化重要组成部分的共有精神家园认同', '促进各民族文化交往交流', '以上都是']",['以上都是']
民族团结之本是各民族共同繁荣.,"['正确', '错误']",['错误']
推动各民族为全面建设社会主义现代化国家共同奋斗是新时代党的民族工作的重要任务.,"['正确', '错误']",['正确']
"要正确把握中华民族共同体意识和各民族意识的关系,引导各民族始终把中华民族利益放在首位,本民族意识要服从和服务于中华民族共同体意识,同时要在实现好中华民族共同体整体利益进程中实现好各民族具体利益,()和()都不利于中华民族共同体建设.","['大汉族主义', '地方民族主义', '大民族主义', '地方主义']","['大汉族主义', '地方民族主义']"
"习总书记说过,要把()作为奋斗目标,确保少数民族和民族地区同全国一道实现全面小康和现代化.","['各族人民对美好生活的向往', '中华民族伟大复兴', '中国共产党的廉洁', '实现共产主义']",['各族人民对美好生活的向往']
"增进各民族对中华民族的自觉认同,推动中华民族成为()、()的命运共同体.","['认同度更高', '多样性更广', '分散度更高', '凝聚力更强']","['认同度更高', '凝聚力更强']"
"习近平总书记强调,要搞好民族地区各级各类教育,全面加强国家通用语言文字教育,不断提高各族群众的().","['思想道德素质', '科学文化素质', '创新素质', '奋进精神']",['科学文化素质']
2021年中央民族工作会议上强调的“三个离不开”是指：汉族离不开少数民族、少数民族离不开汉族、().,"['中国民族离不开世界各民族', '各少数民族之间也相互离不开', '中国离不开世界', '世界离不开中国']",['各少数民族之间也相互离不开']
冬不拉是哈萨克族的传统乐器.(),"['正确', '错误']",['正确']
"加强中华民族大团结,长远和根本的是？","['增强文化认同', '建设各民族共有精神家园', '积极培养中华民族共同体意识', '以上均是']",['以上均是']
"以中华民族大团结促进中国式现代化,要促进各民族广泛()交流交融.","['统一', '交往', '区分', '同化']",['交往']
"此前四次中央民族工作会议,分别在()年召开？","['1991年、1998年、2004年、2013年', '1992年、1999年、2005年、2014年', '1993年、2000年、2006年、2015年', '1994年、2001年、2007年、2016年']",['1992年、1999年、2005年、2014年']
"发展是解决民族地区各种问题的基础和关键,民族地区高质量发展必须聚焦铸牢().","['坚持党的中心领导思想', '新发展理念', '中国特色社会主义思想', '中华民族共同体意识']",['中华民族共同体意识']
"习近平总书记在谈到民族工作时提到,要坚持和完善民族区域自治制度,这一制度的核心是什么.","['民族自治地方享有高度自治权', '各民族一律平等', '民族自治地方政府负责本地区事务', '国家保障民族自治地方的合法权益']",['民族自治地方享有高度自治权']
"要构建科学完备的中华民族共同体理论体系,立足中华民族悠久历史,把马克思主义民族理论同中国具体实际相结合、同()相结合,推出立足中国历史、解读中国实践、回答中国问题的原创性理论成果.","['中国所有传统文化', '世界各族文化', '中国当代文化', '中华优秀传统文化']",['中华优秀传统文化']
《中华人民共和国国家通用语言文字法》自()起施行.,"['36526', '36892', '37257']",['36892']
"精神家园构筑必须久久为功.要面向各族群众加强党的理论和路线方针政策教育,加强党史、新中国史、改革开放史、社会主义发展史、中华民族发展史宣传教育,用共同理想信念凝心铸魂,深入培育和践行().","['人类命运共同体理念', '马克思主义民族理论', '社会主义核心价值观', '习近平新时代中国特色社会主义理论']",['社会主义核心价值观']
"新时代实现中华民族伟大复兴的中国梦,要以()为主线,以社会主义核心价值观为引领.","['两个百年奋斗目标', '铸牢中华民族共同体意识', '共同理想', '全面建成小康社会']",['铸牢中华民族共同体意识']
"中央民族工作会议是党中央从战略和全局高度对民族工作作出部署的重要会议.对坚持和完善党的民族工作大政方针,推动民族地区经济社会发展,具有十分重大的意义.","['正确', '错误']",['正确']
"从历史视角铸牢中华民族共同体意识,应从各民族的“()”“共同的历史记忆”进行阐释.","['共同历史来源', '共同历史渊源', '共同历史滥觞', '共同历史源头']",['共同历史来源']
新时代党的民族工作的根本遵循是习近平总书记关于加强和改进民族工作的重要思想.,"['正确', '错误']",['正确']
"铸牢中华民族共同体意识是党的民族工作开创新局面的必然要求,只有顺应时代变化,按照增进共同性的方向改进民族工作,做到()和()辩证统一、()和()的有机结合,才能把新时代党的民族工作做好做细做扎实.","['共同性', '差异性', '民族因素', '区域因素']","['共同性', '差异性', '民族因素', '区域因素']"
古尔邦节是撒拉族的传统节日.(),"['正确', '错误']",['正确']
"要着眼建设中华民族现代文明,不断构筑中华民族共有精神家园.必须顺应中华民族()的发展大趋势.","['从历史走向未来', '从传统走向现代', '从多元凝聚为一体', '以上都是']",['以上都是']
"以共同富裕作为铸牢中华民族共同体意识的具体实践,利用(),鼓励少数民族参与地区协作,优化资源配置,加快建设全国统一大市场,实现中华民族整体的繁荣富强和高质量发展.","['地区合作平台', '地域合作平台', '民族合作平台', '区域合作平台']",['区域合作平台']
"要加强()统战工作力量建设,着眼夯实基层基础,明确基层党组织在铸牢中华民族共同体意识工作中的目标、任务、重点,把铸牢中华民族共同体意识融入基层党的建设,纳入基层社会治理,使其在各族干部群众中更加入脑入心、落地生根.","['领导人', '基层', '人民', '政府']",['基层']
"只有铸牢中华民族共同体意识,才能增进各民族对中华民族的自觉认同,夯实我国民族关系发展的思想基础,推动中华民族成为()、()的命运共同体.","['认同度更高', '凝聚力更强', '凝聚力更高', '认同度更强']","['认同度更高', '凝聚力更强']"
"铸牢中华民族共同体意识、推进新时代党的民族工作高质量发展,是全党全国各族人民的共同任务.()","['正确', '错误']",['正确']
"必须坚持各民族一律平等,保证各民族共同()、参与国家事务管理,保障().","['合作共事', '当家作主', '各族群众合法权益', '各族群众合理权益']","['当家作主', '各族群众合法权益']"
"铸牢中华民族共同体意识是维护各民族根本利益的必然要求,只有铸牢中华民族共同体意识,构建起维护国家统一和民族团结的坚固思想长城,各民族共同维护好国家安全和社会稳定,才能有效抵御各种极端、分裂思想的渗透颠覆,才能不断实现各族人民对美好生活的向往,才能实现好、维护好、发展好各民族根本利益.","['正确', '错误']",['正确']
"“铸牢中华民族共同体意识”这一科学论断的提出,是()在中国具体实践的最新理论成果,巩固和拓展了中国特色解决民族问题的正确道路,指明了党的民族工作的前进方向,对强国建设、民族复兴具有重大意义.","['邓小平理论', '习近平新时代中国特色社会主义理论', '马克思主义民族理论', '三个代表重要思想']",['马克思主义民族理论']
歌曲《爱我中华》是为第()届全国少数民族传统体育运动会创作的会歌.,"['四', '五', '六']",['四']
"铸牢中华民族共同体意识是习近平总书记作出的重大原创性论断,是马克思主义民族理论中国化的(),是新时代民族工作的().","['最新成果；最大主线', '必要成果；鲜明主线', '最新成果；鲜明主线', '必要成果；最大主线']",['最新成果；鲜明主线']
下列选项中()是实现各民族共同繁荣的前提.,"['民族团结', '民族平等', '一国两制', '民族平等团结']",['民族平等团结']
"关于我国历史上的大一统,下列表述正确的是().","['秦汉奠定大一统', '隋唐发展大一统', '元朝继承大一统', '清朝巩固大一统', '以上都是']",['以上都是']
"下列选项所示职权中,()属于中央民族事务委员会.","['负责领导和协调全国民族工作,加强对少数民族地区政策支持和指导', '在各级地方政府内设置民族办公室,配合中央民族事务委员会开展工作', '制定有关少数民族的政策措施', '在各少数民族自治地方政府内设置民族事务委员会']","['负责领导和协调全国民族工作,加强对少数民族地区政策支持和指导']"
各族群众要自觉增强()的中华民族共同体理念.,"['荣辱与共', '生死与共', '命运与共', '休戚与共']","['荣辱与共', '生死与共', '命运与共', '休戚与共']"
"中华民族的统一性,决定了()永远是中国核心利益的核心.","['民族富强', '国家统一', '人民幸福', '社会安定']",['国家统一']
"下列姓氏中,绝大部分属于少数民族的姓氏有()","['上官', '欧阳', '拓跋', '完颜', '爱新觉罗']","['拓跋', '完颜', '爱新觉罗']"
"在深化中华民族共同体研究中,要顺应时代变化,按照增进共同性的方向深化研究,做到()的辩证统一、()的有机结合..","['共同性和差异性', '共同性和互斥性', '民族因素和区域因素', '民族因素和国际因素']","['共同性和差异性', '民族因素和区域因素']"
"民族区域自治是在国家的统一领导下,各少数民族聚居的地方实行民族区域自治,设立自治机关,行使自治权,使少数民族人民当家作主,自己管理本自治地方的内部事务.","['正确', '错误']",['正确']
"2021年中央民族工作会议指出,在即将开始的全面建设社会主义现代化国家的征程中,()依然是亟待关注的重点.","['民族地区', '世界局势', '国际关系', '国际贸易']",['民族地区']
下列选项中为中华人民共和国解决民族问题的基本制度的是().,"['联邦制', '中国共产党领导的多党合作与政治协商制度', '人民代表大会制度', '民族区域自治制度']",['民族区域自治制度']
"被誉为""中国三大英雄史诗""的是我国藏族的()、蒙古族的《江格尔》、柯尔克孜族的《玛纳斯》.","['《饮膳正要》', '《福乐智慧》', '《格萨尔》']",['《格萨尔》']
"文化是民族的灵魂,是维系国家统一和民族团结的精神纽带,是民族生命力、创造力和凝聚力的集中体现.文化的力量是民族生存和强大的根本力量.","['正确', '错误']",['正确']
"人口规模巨大的现代化,是中华民族共同体建设的().","['超大动能和根本保障', '超大动能和强大根基', '强大根基和根本保障', '强大根基和根本要求']",['超大动能和强大根基']
"铸牢中华民族共同体意识,只要总结我们党百年民族工作的成功经验就行.","['正确', '错误']",['错误']
"以下选项中,民族服饰品种最多的少数民族是？()","['彝族', '白族', '苗族', '瑶族']",['苗族']
"习近平总书记指出,加强中华民族大团结,长远和根本的是(),(),积极培养中华民族共同体意识.","['增强文化认同', '维护和发展统一的多民族国家', '建设各民族共有精神家园', '维护国家统一']","['增强文化认同', '建设各民族共有精神家园']"
"各民族(),共同繁荣发展,是新世纪新阶段我国民族工作的主题.","['同步建成小康', '共同团结奋斗', '和谐稳定', '维护祖国统一,反对分裂']",['共同团结奋斗']
"讲述中华民族多元一体只需要现实故事,不需要历史故事.","['正确', '错误']",['错误']
民族问题具有哪些特征？,"['长期性', '重要性', '复杂性', '国际性', '普遍性']","['长期性', '重要性', '复杂性', '国际性', '普遍性']"
"铸牢中华民族共同体意识,要从历史、政治、经济、文化四个维度深入理解,有步骤、有重点地推进,在促进各民族共同团结奋斗、共同繁荣发展中实现中华民族伟大复兴","['正确', '错误']",['正确']
"民族团结是民族工作的(),要把加强民族团结作为战略性、基础性、长远性工作来.","['延长线', '主要线', '幸福线', '生命线']",['生命线']
做好民族工作关键在政府、关键在人.(),"['正确', '错误']",['错误']
下列选项中()是民族团结的政治基础.,"['各民族共同繁荣', '民族平等', '国家统一', '领土完整']",['民族平等']
"从经济视角铸牢中华民族共同体意识,最为重要的是增强各民族群众在发展过程中的(),在促进共同富裕的道路上实现中华民族伟大复兴.","['得到感、幸福感', '获得感、收获感', '获得感、幸福感', '收获感、幸福感']",['获得感、幸福感']
"习近平总书记在中共中央政治局第九次集体学习时指出,铸牢中华民族共同体意识,需要构建科学完备的中华民族共同体理论体系.要立足(),把马克思主义民族理论同中国具体实际相结合、同中华优秀传统文化相结合,遵循中华民族发展的历史逻辑、理论逻辑,科学揭示中华民族形成和发展的道理、学理、哲理.","['人类命运共同体理论', '中国先进现代科技', '中华民族悠久历史', '中华民族大团结']",['中华民族悠久历史']
"习近平总书记强调,铸牢中华民族共同体意识,既要做到看得见、摸得着的工作,也要做大量()的事情.","['“精准滴灌”', '“滴水穿石”', '“润物细无声”', '“积沙成塔”']",['“润物细无声”']
藏族主要分布在中国的西藏自治区.(),"['正确', '错误']",['正确']
"习近平总书记在谈到民族工作时强调,要坚持和发展中国特色社会主义民族理论.以下哪项不是中国特色社会主义民族理论的基本内容.","['坚持和完善民族区域自治制度', '坚持各民族一律平等', '坚持共同繁荣发展', '坚持民族分裂主义']",['坚持民族分裂主义']
"做好新时代党的民族工作,要重点把握好共同性和差异性的关系、中华民族共同体意识和各民族意识的关系、中华文化和各民族文化的关系、().","['生活和工作的关系', '物质和精神的关系', '民族和国家的关系', '政治和文化的关系']",['物质和精神的关系']
"习近平同志在党的十九大报告中强调,“铸牢中华民族共同体意识”.铸牢中华民族共同体意识,是马克思主义民族理论中国化的重大理论创新成果,是习近平同志关于民族工作重要论述的(),是新时代开展民族工作的().","['重大观点', '核心观点', '重要遵循', '根本遵循']","['重大观点', '重要遵循']"
民族自治地方不享有自治权.,"['正确', '错误']",['错误']
"习近平总书记在《铸牢中华民族共同体意识推进新时代党的民族工作高质量发展》中指出党的()以后,全国各族人民迈上了以中国式现代化全面推进强国建设、民族复兴伟业的新征程,党的民族工作面临新的形势和任务.","['十八大', '十九大', '二十大', '十七大']",['二十大']
"国家尊重少数民族的风俗习惯,少数民族享有保持或改革本民族风俗习惯的权利.下列选项中能体现这句话的是()","['尊重少数民族丧葬习俗', '尊重少数民族婚姻习惯', '尊重少数民族饮食习惯', '保留少数民族特色语言、文字']","['尊重少数民族丧葬习俗', '尊重少数民族婚姻习惯', '尊重少数民族饮食习惯', '保留少数民族特色语言、文字']"
"要以习近平新时代中国特色社会主义思想为指导,深刻认识铸牢中华民族共同体意识的历史必然性、极端重要性和().","['现实针对性', '现在必要性', '现实导向性', '过去导向性']",['现实针对性']
"必须高举中华民族大团结旗帜,把推动各民族为全面建设社会主义现代化国家共同奋斗,作为新征程党的民族工作的().","['第一目标', '最高追求', '重要任务', '政治纲领']",['重要任务']
"2021年中央民族工作会议主题是以铸牢中华民族共同体意识为主线,推动新时代党的民族工作高质量发展.","['正确', '错误']",['正确']
铸牢中华民族共同体意识的目的是增进各民族对中华民族思想上的自觉认同.,"['正确', '错误']",['正确']
下列选项中指的是民族政策中的法律政策的是().,"['对于少数民族地区应该给予特别支持和帮助,在财政、税收、金融、产业等方面予以资金和政策上的支持', '加强少数民族自治地区的法制建设,考虑民族文化传统和民族习惯制度,在民族自治地方实施有利于促进民族团结的法律规定', '对于民族的文化遗产应该予以严格保护、传承和发扬,对于民族的传统艺术、文学、文化活动应该予以鼓励和推广', '对于少数民族地区应该加大教育投入,加强对少数民族教育的支持和帮助,鼓励和支持民族语言的教学和使用']","['加强少数民族自治地区的法制建设,考虑民族文化传统和民族习惯制度,在民族自治地方实施有利于促进民族团结的法律规定']"
"民族的产生、发展和消亡是一个漫长历史过程,民族问题将长期存在.","['正确', '错误']",['正确']
"民族地区要立足资源禀赋、发展条件、比较优势等实际,找准()、()、()、()、促进共同富裕的切入点和发力点.","['把握新发展阶段', '贯彻新发展理念', '融入新发展格局', '实现高质量发展']","['把握新发展阶段', '贯彻新发展理念', '融入新发展格局', '实现高质量发展']"
下列选项中符合我国少数民族分布的总特点的是().,"['大杂居、小聚居、交错杂居', '主要分布在东北地区', '主要分布在西北地区', '主要分布在中部地区']",['大杂居、小聚居、交错杂居']
民族团结进步创建工作总要求：().,"['人文化', '实体化', '大众化', '以上都是']",['以上都是']
"习近平总书记在中央民族工作会议讲话中强调,要尊重差异、包容多样,通过扩大(),创造各族群众共居、共学、共事、共乐的社会条件,让各民族在中华民族大家庭中手足相亲、守望相助.","['友好往来', '交往交流交融', '交往', '交流']",['交往交流交融']
"()是各族人民的最高利益,各族人民都要继承和发扬爱国主义传统,自觉维护祖国的安全、荣誉和利益.","['国家统一', '发展教育', '提高教育水平']",['国家统一']
"总书记在2021年中央民族会议上提出,要正确()的关系.","['把握中华民族共同体意识和各民族意识', '处理中华民族大家庭事务和各民族需求', '看待中华民族未来发展方向和一些障碍', '理解中华民族大家庭物质文明与精神文明']",['把握中华民族共同体意识和各民族意识']
"铸牢中华民族共同体意识是新时代党的民族工作的(),所有工作要向此聚焦.","['“度”', '“魂”', '“纲”', '“领”']",['“纲”']
2021年中央民族工作会议在()召开？,"['8月27日——28日北京', '8月27日——28日上海', '8月28日——29日北京', '8月28日——29日上海']",['8月27日——28日北京']
"各民族不分人口多少、历史长短、发展程度高低,都对祖国的文明作出了贡献,都应该一律平等,应该加强各民族人民的大团结,维护国家的统一.","['正确', '错误']",['正确']
"习近平总书记指出,中华民族共同体意识是国家统一之基、民族团结之本.这一论述强调了民族团结的重要性.以下哪个选项符合这一观点.","['各族人民亲如一家,是实现中华民族伟大复兴的中国梦的重要体现', '坚持和完善民族区域自治制度是做好民族工作的重要保障', '铸牢中华民族共同体意识是新时代党的治疆方略的核心要义', '加强和改进党的民族工作是做好民族工作的关键']","['各族人民亲如一家,是实现中华民族伟大复兴的中国梦的重要体现']"
"习近平总书记关于加强和改进民族工作的重要思想,是对党百年来民族工作发展历程特别是新时代民族工作历史性成就和宝贵经验的().","['直接继承', '大胆创新', '科学总结', '批判继承']",['科学总结']
下列哪条不是1992年中央民族工作会议召开的背景,"['党的十一届三中全会之后,我国民族工作领域进行了拨乱反正,民族工作回到了正确的发展轨道.', '我国正处于“两个一百年”奋斗目标的历史交汇期.', '随着改革开放的深入和经济建设的发展,民族工作也面临着新的形势和任务.', '上世纪80年代末90年代初,世界上一些国家和地区因民族问题导致动荡乃至分裂,民族问题成为国际社会普遍关注的问题之一.']",['我国正处于“两个一百年”奋斗目标的历史交汇期.']
壮族是中国人口最多的少数民族.(),"['正确', '错误']",['正确']
下列选项中()是社会主义在民族政策上的根本立场.,"['民族解放', '民族自强', '民族自立', '民族繁荣']",['民族繁荣']
"党的()以来,以习近平同志为核心的党中央因应国内国际形势的发展变化,不断丰富和发展党的民族理论和民族政策,就民族工作作出一系列重大决策部署.","['十七大', '十八大', '十九大', '二十大']",['十八大']
"深化中华民族共同体研究,必须提高政治站位,坚持以党的核心领导为主线,从构筑中华民族共有精神家园的高度,研究和阐释中华民族共同体意识在各民族人心归聚、精神相依中发挥的精神纽带作用,为国家统一、民族团结、社会稳定提供有力学理支撑.","['正确', '错误']",['错误']
"对少数民族地区的卫生事业,国家有关政策强调,要加强少数民族地区卫生队伍的建设,切实做好防病治病和妇幼卫生工作,大力扶持发展民族医药事业等.","['正确', '错误']",['正确']
塞罕坝精神是中国共产党人精神谱系的组成部分.塞罕坝林场位于我省(),"['围场满族蒙古族自治县', '丰宁满族自治县', '青龙满族自治县']",['围场满族蒙古族自治县']
铸牢中华民族共同体意识是()、()、().,"['国家统一之基', '民族团结之本', '精神力量之魂', '国家安全之本']","['国家统一之基', '民族团结之本', '精神力量之魂']"
"迈上新征程,我们要认真贯彻落实党的()大精神要求,坚持以习近平总书记关于加强和改进民族工作的重要思想为指导,不断推动新时代新征程边疆地区民族工作高质量发展.","['十七', '十八', '十九', '二十']",['二十']
"宋朝是我国古代历史中同其他少数民族政权并立的朝代.下列选项中,同北宋政权并立的少数民族有()","['契丹族', '蒙古族', '女真族', '党项族']","['契丹族', '女真族', '党项族']"
下列选项中()是“民族”一词最早出现的地方.,"['印度', '希腊', '埃及', '古罗马']",['希腊']
下列选项中属于藏族舞蹈的是(),"['弦子舞', '芦笙舞', '扁担舞', '锅庄舞']","['弦子舞', '锅庄舞']"
维吾尔族的传统头饰是“白皮帽”.(),"['正确', '错误']",['错误']
全面深入持久开展民族团结进步创建的“两个共同”是()、().,"['共同团结奋斗', '共同繁荣发展', '共同走向复兴', '共同面对困难']","['共同团结奋斗', '共同繁荣发展']"
"民族问题是社会总问题的一部分,民族问题只有在解决整个社会问题的过程中才能逐步解决,我国现阶段的民族问题只有在建设社会主义的共同事业中才能逐步解决.","['正确', '错误']",['正确']
"2019年9月,习近平总书记在()上明确强调,“以铸牢()为主线做好各项工作”","['全国民族团结进步表彰大会', '全国脱贫攻坚表彰大会', '中华民族共同体意识', '中华民族共同体']","['全国民族团结进步表彰大会', '中华民族共同体意识']"
"习近平总书记关于加强和改进民族工作的重要思想研讨会在()召开,中共中央政治局常委、全国政协主席王沪宁出席并讲话.他表示,要深入贯彻习近平新时代中国特色社会主义思想和党的二十大精神,学深悟透习近平总书记关于加强和改进民族工作的重要思想,认真落实习近平总书记在主题教育工作会议上的重要讲话精神,深刻领悟“两个确立”的决定性意义,增强“四个意识”、坚定“四个自信”、做到“两个维护”,以高度责任感使命感做好新时代党的民族工作.","['北京', '上海', '广州', '深圳']",['北京']
"做好新时代党的民族工作,要打牢思想基础,紧扣铸牢中华民族共同体意识这一主线,推动各民族坚定对伟大祖国、()的高度认同","['中华民族', '中华文化', '中国共产党', '中国特色社会主义']","['中华民族', '中华文化', '中国共产党', '中国特色社会主义']"
"中央第四次民族工作会议提出“把宪法和民族区域自治法的规定落实好,关键是帮助自治地方发展经济、改善民生”.","['正确', '错误']",['正确']
"我们灿烂的文化是各民族共同创造的,我们()是各民族共同培育的.","['多样的精神', '奋斗的精神', '卓越的精神', '伟大的精神']",['伟大的精神']
"习近平总书记指出,中华文明具有突出的().这从根本上决定了中华民族各民族文化融为一体、即使遭遇重大挫折也牢固凝聚,决定了国土不可分、国家不可乱、民族不可散、文明不可断的共同信念.","['统一性', '和平性', '创新性', '持续性']",['统一性']
"()是中国特色社会主义最本质的特征,也是铸牢中华民族共同体意识的根本制度优势.","['人民代表大会制度', '中国共产党领导', '民族区域自治制度', '基层群众自治制度']",['中国共产党领导']
"下列姓氏中,属于畲族“四大姓氏”的有()","['林', '盘', '蓝', '雷', '钟']","['盘', '蓝', '雷', '钟']"
"高等院校开设“铸牢中华民族共同体意识”课的目的,就是要帮助青年学生树立一种科学的()","['世界观', '价值观', '人生观', '民族观和宗教观']",['民族观和宗教观']
我国设立的三级民族自治地方分别是().,"['自治区、自治州、自治县(旗)', '自治州、自治县(旗)、自治乡', '自治区、自治州、自治乡']",['自治区、自治州、自治县(旗)']
"在下列选项中,人口总数超过500万的少数民族有()","['壮族', '满族', '彝族', '藏族', '高山族']","['壮族', '满族', '彝族']"
"习近平总书记指出：“要构建铸牢中华民族共同体意识宣传教育常态化机制,纳入()、()、()体系,搞好社会宣传教育.”.","['青年教育', '干部教育', '党员教育', '国民教育']","['干部教育', '党员教育', '国民教育']"
"党的民族工作创新发展,就是要坚持正确的,调整过时的,更好保障各民族群众合法权益.","['正确', '错误']",['正确']
"要把民族事务纳入共建共治共享的社会治理格局,建立依托党委领导、政府负责、民主协商、社会协调、公众参与、法治保障、科技支撑的社会治理体系,将涉民族因素的矛盾纠纷化解在()、化解在()状态.","['人民', '基层', '初始', '萌芽']","['基层', '萌芽']"
"党的十八大以来,以习近平同志为核心的党中央团结带领全国各族人民,坚持把马克思主义基本原理同中国具体实际相结合、同中华优秀传统文化相结合,凝聚奋斗与思考、承继光荣与梦想,激活了中华文明的强大生命力,党和国家事业取得历史性成就、发生历史性变革.()","['正确', '错误']",['正确']
民族团结进步创建工作总目标是().,"['中华民族一家亲,同心共筑中国梦', '民族团结一家亲,同心共筑中国梦', '实现铸牢中华民族共同体意识', '实现各民族共同发展繁荣']","['中华民族一家亲,同心共筑中国梦']"
"习近平总书记强调：“铸牢中华民族共同体意识是新时代党的民族工作的‘纲’,所有工作要向此聚焦.”","['正确', '错误']",['正确']
"习近平总书记指出,民族团结是各族人民的生命线.以下哪项不是促进民族团结的措施.","['加强各民族交往交流交融', '尊重各民族风俗习惯', '强化各民族之间的经济差异', '维护社会稳定']",['强化各民族之间的经济差异']
"以下选项中,能够作为蒙古族的传统节日是？()","['那达慕大会', '古尔邦节', '火把节', '沐浴节']",['那达慕大会']
下列选项中()是我国最大的自治区.,"['新疆维吾尔', '西藏', '内蒙古', '广西藏族']",['新疆维吾尔']
"下列选项中,印在人民币上的我国少数民族文字是().","['藏文、蒙文、维文、壮文', '藏文、哈萨克文、满文、壮文', '苗文、回文、蒙文、维文', '哈萨克文、藏文、维文、壮文']",['藏文、蒙文、维文、壮文']
"我国在近代遭受西方列强侵略的危难中没有四分五裂,一个重要基础就在于历史赋予中华民族共同体团结统一的().","['内部动力', '内生动力', '无限源泉', '无限动力']",['内生动力']
"铸牢中华民族共同体意识,需要增强对()的自觉认同.","['中国共产党', '中华文化', '中国特色社会主义制度', '民族区域自治制度']",['中华文化']
习近平总书记提出:全党全国各族人民为实现全面建成社会主义现代化强国的第二个百年奋斗目标而团结奋斗.这句话出自哪次中央民族工作会议？,"['1999年第二次中央民族工作会议', '2005年第三次中央民族工作会议', '2021年第五次中央民族工作会议', '2014年第五次中央民族工作会议']",['2021年第五次中央民族工作会议']
"各民族之所以团结融合,多元之所以聚为一体,源自各民族文化上的()、经济上的()、情感上的(),源自中华民族追求团结统一的内生动力.","['相互认同', '兼收并蓄', '相互依存', '相互亲近']","['兼收并蓄', '相互依存', '相互亲近']"
中华民族共同体意识是()、()、().,"['国家统一之基、民族团结之本、精神力量之魂', '民族统一之基、国家团结之本、精神力量之魂', '民族统一之基、民族团结之本、精神力量之魂', '国家统一之基、民族团结之本、精神力量源泉']",['国家统一之基、民族团结之本、精神力量之魂']
"从党的民族工作来看,建设中华民族现代文明,必须顺应中华民族从未来走向历史、从现代走向传统、从一体分化为多元的发展大趋势.()","['正确', '错误']",['错误']
"铸牢中华民族共同体意识,需要增强对儒家文化的自觉认同.","['正确', '错误']",['错误']
"各民族团结携手,共同迈进全面小康,体现了中华民族优良传统,也是()的生动写照.","['铸牢中华民族共同体意识', '中国特色社会主义理论', '中国特色社会主义制度', '中国特色社会主义文化']",['铸牢中华民族共同体意识']
我国()明确指出：中华人民共和国各民族一律平等.,"['宪法', '刑法', '民族区域自治法']",['宪法']
"党的民族工作创新发展要重点把握好“四个关系”,“四个关系”的具体内容是指：共同性和差异性的关系、中华民族共同体意识和各民族意识的关系、中华文化和各民族文化的关系、().","['物质和精神的关系', '整体和部分的关系', '经济和文化的关系', '现状和将来的关系']",['物质和精神的关系']
"以下选项中,民族的特色头饰是“小白帽”的少数民族是？()","['藏族', '哈萨克族', '傣族', '回族']",['回族']
"党的二十大以后,全国各族人民迈上了以中国式现代化全面推进强国建设、民族复兴伟业的新征程,党的民族工作面临新的形势和任务,呈现新的阶段性特征,铸牢中华民族共同体意识正在从单项突破迈向()推进.","['双向', '三向', '四方', '系统']",['系统']
我国少数民族的分布特点是(),"['大杂居', '小聚居', '交错杂居']","['大杂居', '小聚居', '交错杂居']"
"中共中央政治局()月27日下午就铸牢中华民族共同体意识进行第九次集体学习.中共中央总书记习近平在主持学习时强调,铸牢中华民族共同体意识,就是要引导各族人民牢固树立休戚与共、荣辱与共、生死与共、命运与共的共同体理念.","['九', '十', '十一', '八']",['九']
"习近平总书记在《铸牢中华民族共同体意识推进新时代党的民族工作高质量发展》中提到,继续推进中华民族通史、中华民族交往交流交融史编纂工作,编好用好《中华民族共同体概论》等教材,做好文物古籍发掘、整理、利用工作.注重激发广大专家学者的积极性主动性(),加强青年专家学者的培养,为他们把好方向、搭建平台、创造机会,鼓励他们潜心钻研、厚积薄发,推出立足中国历史、解读中国实践、回答中国问题的原创性理论成果.","['服从性', '创造性', '独特性', '权威性']",['创造性']
"要加强中华民族共同体历史、中华民族多元一体格局研究,充分挖掘和有效运用各民族交往的(),引导各族群众牢固树立中华民族共同体意识.","['文化遗存', '考古实物', '口头陈述', '历史史实']","['文化遗存', '考古实物', '历史史实']"
"习近平总书记指出：“我们讲中华民族(),一体包含多元,多元组成一体,一体离不开多元,多元也离不开一体,一体是(),多元是(),两者辩证统一.”","['多元一体格局', '兼而有之格局', '主线和方向', '要素和动力']","['多元一体格局', '主线和方向', '要素和动力']"
"截止到2023年,中共中央一共召开了()次民族工作会议.","['5次', '4次', '3次', '6次']",['5次']
"中央第四次民族工作会议对于民族区域自治制度在新的历史条件下应当如何坚持和完善,提出了一些全新的提法.其中,提出要“坚持民族因素和()因素相结合”.","['文化', '身份', '区域', '政治']",['区域']
文化自信基于().,"['文化认同', '历史认同', '文化自觉', '历史自觉']","['文化认同', '文化自觉']"
"习近平总书记在中共中央政治局第()次集体学习时发表重要讲话指出,铸牢()意识、推进新时代党的民族工作高质量发展,是全党全国各族人民的共同任务.","['十', '九', '中国人民共同体', '中华民族共同体']","['九', '中华民族共同体']"
