question,options,right_answer
帝国主义列强掀起瓜分中国的狂潮是在(),"['中日甲午战争爆发后', '第一次鸦片战争爆发后', '八国联军战争爆发后', '第二次鸦片战争爆发后']",['中日甲午战争爆发后']
标志中央红军行程二万五千里、纵横十一个省的长征胜利结束的是中共中央率陕甘支队同红十五军团会合于(),"['陕北延安地区', '陕北洛川地区', '陕北瓦窑堡地区', '陕北吴起镇']",['陕北吴起镇']
《兴国土地法》对《井冈山土地法》所作的一个重大原则修改是(),"['把土地所有权归政府改为归农民', '废除禁止买卖土地的规定', '把没收一切土地改为没收一切公地及地主阶级的土地', '改“抽肥补瘦”为“抽多补少”']",['把没收一切土地改为没收一切公地及地主阶级的土地']
开创了人民军队攻占大城市的先例的是(),"['攻克济南', '攻占石家庄', '攻克南京', '攻克北平']",['攻占石家庄']
近代中国半殖民地半封建的社会性质决定了中国革命的主要形式是(),"['争取民主', '农民运动', '武装斗争', '工人运动']",['武装斗争']
戊戌维新运动的政治方面的目标是(),"['维护传统的封建君主专制制度', '建立君主立宪制', '建立民主共和制', '发展民族工商业']",['建立君主立宪制']
"红军长征前组成北上抗日先遣队,为首的是()","['方志敏', '叶挺', '博古', '杨靖宇']",['方志敏']
"1949年6月30日,毛泽东()一文的发表,为新中国各项方针的制定奠定了基础.","['将革命进行到底', '新民主主义论', '共产党人发刊词', '论人民民主专政']",['论人民民主专政']
将“没收一切土地”改为“没收一切公共土地及地主阶级的土地”的法规是(),"['井冈山土地法', '兴国土地法', '中国土地法大纲', '土地问题决议案']",['兴国土地法']
孙中山三民主义思想的核心是(),"['民族主义', '民生主义', '民权主义', '平均地权']",['民权主义']
"林伯渠评价辛亥革命时说：“对于许多未经过帝王之治的青年,辛亥革命的政治意义是常被过低估计的.”这里所说的政治意义应指辛亥革命()","['建立了资产阶级共和国', '发展了资本主义经济', '结束了君主专制', '解放了思想']",['结束了君主专制']
彻底清算了大革命后期陈独秀的右倾机会主义错误是在(),"['中共六大', '遵义会议', '八七会议', '中共七大']",['八七会议']
"1945年4月,联合国制宪会议在美国旧金山举行,包括解放区代表在内的中国代表团出席了会议,其中解放区的代表是()","['董必武', '林伯渠', '周恩来', '朱德']",['董必武']
作出《关于恢复邓小平同志职务的决议》的会议是中共十届(),"['三中全会', '四中全会', '五中全会', '六中全会']",['三中全会']
"人民公社化运动对我国国民经济造成严重伤害,其错误的实质是()","['生产关系的调整不符合生产力的实际水平', '打破国家财政收支平衡', '破坏国民经济正常的比例关系', '没有注意到生态环境的保护']",['生产关系的调整不符合生产力的实际水平']
20世纪中国的第一次历史性巨变是().,"['太平天国革命', '义和团运动', '戊戌变法', '辛亥革命']",['辛亥革命']
"在新民主主义社会中,由私人资本主义经济向国营经济过渡的经济形式是()","['国营经济', '合作社经济', '国家资本主义经济', '个体经济']",['国家资本主义经济']
"安庆保卫战失败后,慷慨就义的太平军将领是()","['冯云山', '石达开', '李秀成', '陈玉成']",['陈玉成']
中国历史上第一个资产阶级革命组织是(),"['兴中会', '同盟会', '华兴会', '光复会']",['兴中会']
谭嗣同在戊戌维新时期撰写的宣传变法维新主张的著作是(),"['《新学伪经考》', '《变法通义》', '《日本变政考》', '《仁学》']",['《仁学》']
近代第一个对中国发动侵略战争的资本一帝国主义列强是(),"['法国', '美国', '英国', '日本']",['英国']
洪秀全为太平天国农民战争提供了思想基础的著作有()①《劝世良言》②《原道救世歌》③《原道醒世训》④《原道觉世训》,"['①②③', '①③④', '②③④', '①②③④']",['②③④']
"袁世凯进行帝制复辟活动,下令称为“中华帝国洪宪元年”的是()","['1913年', '1914年', '1915年', '1916年']",['1916年']
中共二大制定民主革命纲领的依据(),"['中共的中心任务', '中共的奋斗目标', '中国的社会性质和革命性质', '中国无产阶级的特点']",['中国的社会性质和革命性质']
在中国历史上规定立法、行政、司法三权分离政治体制的第一个文件是(),"['《中华民国临时约法》', '《钦定宪法大纲》', '《中华民国约法》', '《中国民国宪法》']",['《中华民国临时约法》']
"1911年,清政府委任的邮传部大臣,举借外债,准备推行“铁路国有”,这个被委任的人是()","['盛宣怀', '李鸿章', '张之洞', '袁世凯']",['盛宣怀']
"在中国共产党自身建设的问题上,毛泽东明确提出“两个务必”要求的会议是()","['七届二中全会', '七届三中全会', '中共七大', '七届一中全会']",['七届二中全会']
"重庆谈判期间,中共中央正式确定的战略方针是().","['“让开大路,占领两厢”', '“向南发展,向北防御”', '“争取和平民主”', '“向北发展,向南防御”']",['“争取和平民主”']
洋务运动破产的标志是(),"['福建水师的覆没', '北洋水师全军覆灭', '“经远”、“定远”、“致远”号被摧毁', '《辛丑条约》的签订']",['北洋水师全军覆灭']
"“中国现存的各政党,只有国民党是比较革命的民主派,比较是真的民主派”这一论断的主要依据是()","['孙中山领导的国民党进行了不屈不挠的反封建斗争', '孙中山代表各阶级、各阶层的利益', '国民党在广东建立了革命根据地和军队', '国民党代表民族资产阶级和小资产阶级的利益']",['孙中山领导的国民党进行了不屈不挠的反封建斗争']
"在抗击外国侵略的战争中,为国捐躯的爱国官兵有()①关天培②陈化成③邓世昌④林永升⑤海龄","['①②③④', '①②③④⑤', '①②④⑤', '①②③⑤']",['①②③④⑤']
"1945年4月,联合国制宪会议在美国旧金山举行,包括解放区代表在内的中国代表团出席了会议,其中解放区的代表是()","['董必武', '林伯渠', '周恩来', '朱德']",['董必武']
"维新派与守旧派之间的论战所围绕的主要问题是()①要不要变法②要不要推翻帝制③要不要兴民权,设议院,实行君主立宪④要不要废除八股,改科举和兴学堂","['①②③', '①③④', '②④', '①②③④']",['①③④']
"1840年至1919年,中国人民反对外来侵略斗争失败的最根本原因是()","['经济技术落后', '社会制度腐朽', '帝国主义实力过于强大', '近代中国人民的反侵略斗争具有历史局限性']",['社会制度腐朽']
"1924年11月,孙中山应冯玉祥邀请北上,并发表《北上宣言》,主张召开()","['国民会议', '国民参政会', '各界民众代表会议', '国民善后会议']",['国民会议']
"下列关于抗战防御阶段的叙述,正确的是()①日本实行速战速决的方针②中国实行全面抗战路线③抗战的主力在国民党正面战场④八路军、新四军严重威胁敌人后方","['①②④', '①②③', '①②', '①③④']",['①③④']
"1946年12月,北平发生了抗议()暴行的学生运动.","['国民党', '美军', '日军', '城管']",['美军']
五四运动后期的中心在(),"['广州', '北京', '上海', '天津']",['上海']
"国民革命失败后,中国红色政权能够存在和发展的客观条件是()①中国的政治经济发展不平衡②全国的革命形势在向前发展③良好的群众基础④相当力量的正式红军的存在⑤共产党的正确领导","['①④', '①⑤', '①②③', '②④⑤']",['①②③']
"1935年,中国共产党制定抗日民族统一战线新政策的会议是()","['瓦窑堡会议', '洛川会议', '中共六届六中全会', '中共六届七中全会']",['瓦窑堡会议']
中共领导革命武装建立的全国第一个农村革命根据地是(),"['湘赣根据地', '井冈山根据地', '湘鄂西根据地', '陕甘宁根据地']",['井冈山根据地']
"1927年,蒋介石在上海制造了捕杀共产党人和革命群众的()","['中山舰事件', '整理党务案', '四一二政变', '七一五政变']",['四一二政变']
太平天国政权的封建属性主要表现在()①森严的封建等级制②领导集团生活奢侈腐化③领导集团内部争权夺利④洪秀全迷信思想日益严重,"['①②③', '①②', '①③', '①②③④']",['①②③④']
局部抗日战争开始于(),"['九一八事变', '七七事变', '华北事变', '西安事变']",['九一八事变']
在近代中国资产阶级思想与封建主义思想的第一次正面交锋是(),"['维新派与守旧派的论战', '洋务派与顽固派的论战', '改良派与革命派的论战', '革命派与洋务派的论战']",['维新派与守旧派的论战']
"定都天京后,天王临朝仅杨秀清、韦昌辉、石达开等可以进见,其他官员都列在大门内按仪式跪拜并呼“万岁”,这些表明()","['太平天国政权具有封建化趋势', '太平天国政权已转为封建政权', '清朝用封建思想腐蚀太平天国', '洪秀全已经成为封建地主阶级代理人']",['太平天国政权具有封建化趋势']
“工农武装割据”思想的主要方面有().①以党的建设为根本保证②以土地革命为中心内容③以武装斗争为主要形式④以统一战线为首要任务⑤以农村根据地为战略阵地,"['②③⑤', '②③④', '②④⑤', '①②③④⑤']",['②③⑤']
"1979年3月,邓小平在中央理论工作务虚会上首次明确提出必须坚持()①社会主义道路②人民民主专政③共产党的领导④马克思列宁主义、毛泽东思想","['①②③④', '②③④', '①④', '③④']",['①②③④']
太平天国农民起义爆发的时间是(),"['1851年', '1853年', '1856年', '1864年']",['1851年']
作为中国新民主主义革命领导核心的中国共产党是(),"['社会主义思潮与中国革命相结合的产物', '新文化运动与中国革命相结合的产物', '马克思主义与中国工人运动相结合的产物', '中国知识分子与工人阶级相结合的产物']",['马克思主义与中国工人运动相结合的产物']
"1915年,护国运动开始,与之相隔12年的历史大事是()","['中国共产党成立', '五四运动爆发', '五卅运动爆发', '国民大革命失败']",['国民大革命失败']
"中共一大选举产生了党的领导机构,称作()","['中央执行委员会', '中央局', '中央书记处', '中央政治局']",['中央局']
中国革命的主要斗争形式是(),"['议会斗争', '文化斗争', '经济斗争', '武装斗争']",['武装斗争']
"在大革命失败的危急关头,中共八七会议确定总方针是()","['推翻北洋军阀黑暗统治', '开辟农村革命根据地', '土地革命和武装反抗国民党反动统治', '建立工农民主统一战线']",['土地革命和武装反抗国民党反动统治']
"在近代洋务运动时期,中国兵制中增加了新式兵种--海军,当时洋务派筹建的三支海军是()","['南洋海军、北洋海军．西洋海军', '南洋海军、北洋海军、东洋海军', '南洋海军、北洋海军．福建海军', '南洋海军、东洋海军、西洋海军']",['南洋海军、北洋海军．福建海军']
"在半殖民地半封建社会中,中国民族资本主义经济的发展受到的阻碍不包括().","['外国资本的压迫', '官僚资本的排挤,军阀官僚政府的压榨', '人民大众的反对', '封建生产关系的束缚']",['人民大众的反对']
三民主义中民权主义的内容是(),"['驱除鞑虏', '恢复中华', '创立民国', '平均地权']",['创立民国']
中国近代史上人民群众第一次大规模的反侵略武装斗争是(),"['三元里人民抗英斗争', '太平天国抗击洋枪队斗争', '台湾高山族人民的抗美斗争', '义和团抗击八国联军斗争']",['三元里人民抗英斗争']
"中日甲午战争后,在《救亡决论》中响亮提出“救亡”口号的是()","['梁启超', '孙中山', '薛福成', '严复']",['严复']
"1936年5月,在共产党人的积极参与下,宋庆龄、沈钧儒、邹韬奋、陶行知、章乃器等爱国民主人士发起成立()","['全国各界救国联合会', '中国文学艺术界联合会', '全国各界联合会', '中华全国青年联合会']",['全国各界救国联合会']
．社会主义时期我国政治生活的主题是(),"['解决敌我矛盾', '解决无产阶级和资产阶级之间的矛盾', '正确处理人民内部矛盾', '解决社会主义与资本主义之间的矛盾']",['正确处理人民内部矛盾']
中华人民共和国成立初期的社会性质是(),"['半殖民地半封建社会', '资本主义社会', '社会主义社会', '新民主主义社会']",['新民主主义社会']
孙中山组织兴中会是在哪年？(),"['1892年', '1893年', '1894年', '1895年']",['1894年']
"在近代,帝国主义列强不能灭亡和瓜分中国的最根本原因是()","['帝国主义列强之间的矛盾和妥协', '洋务派开展的“自强”、“求富”运动', '民族资产阶级发动的民主革命', '中华民族进行的不屈不挠的反侵略斗争']",['中华民族进行的不屈不挠的反侵略斗争']
《义勇军进行曲》的词作者是(),"['田汉', '聂耳', '鲁迅', '瞿秋白']",['田汉']
1927年蒋介石发动“四〃一二”反革命政变的地点是(),"['广州', '南昌', '上海', '武汉']",['上海']
"在《论人民民主专政》中,毛泽东认为,占了中国人口的80%-90%D的阶级是().①农民②工人③民族资产阶级④知识分子⑤城市小资产阶级","['①②③④', '①②', '①②③', '③④⑤']",['①②']
中国共产党明确提出“和平民主团结”口号的文献是(),"['《对目前时局的宣言》', '《中国人民政治协商会议共同纲领》', '《论人民民主专政》', '《双十协定》']",['《对目前时局的宣言》']
"中国共产党继承了孙中山先生未竟事业,这主要体现在().","['完成反帝反封建任务', '建立人民民主专政的国家政权', '没收了官僚资本,建立了公有制', '实现了平均地权,把土地分配给广大农民']",['完成反帝反封建任务']
中国同盟会的成立标志着中国资产阶级民主革命进入了一个新阶段.这里的“新阶段”主要是指(),"['资产阶级革命派开始正式形成', '开始与保皇派展开激烈论战', '革命派开始积极发动武装起义', '革命有了统一的领导和纲领']",['革命有了统一的领导和纲领']
新中国发展国民经济第一个五年计划的中心环节是(),"['优先发展重工业', '优先发展沿海工业', '优先发展轻工业', '优先发展内地工业']",['优先发展重工业']
“师夷长技以制夷”的主张出自(),"['《资政新篇》', '《海国图志》', '《四洲志》', '《瀛环志略》']",['《海国图志》']
最早对兴办洋务的指导思想作出完整表述的人是(),"['冯桂芬', '马建忠', '王韬', '郑观应']",['冯桂芬']
"“六三大逮捕”后,五四运动的中心是()","['青岛', '北京', '上海', '广州']",['上海']
中国人民的民族意识开始普遍觉醒是在(),"['鸦片战争以后', '甲午战争以后', '八国联军侵华以后', '抗日战争时期']",['甲午战争以后']
支持“百日维新”的清朝皇帝是(),"['乾隆', '咸丰', '道光', '光绪']",['光绪']
"在对资本主义工商业进行社会主义改造过程中,当个别企业公私合营后,企业的利润实行()","['归国家所有', '归企业所有', '用于工人的工资', '四马分肥']",['四马分肥']
"太平天国定都天京后,先后进行了()和天京城外的破围战.","['北伐、东征', '北伐、西征', '东征、西征', '南征、西征']",['北伐、西征']
推动中国由旧民主主义革命向新民主主义革命转变的最根本因素是(),"['新文化运动的推动', '无产阶级队伍的壮大', '中国民族资本主义的进一步发展', '俄国十月革命的影响']",['无产阶级队伍的壮大']
"中国封建社会产生过诸多“盛世”,出现在清代的是()","['文景之治', '贞观之治', '开元之治', '康乾盛世']",['康乾盛世']
中共二大确定党的最高纲领是(),"['实现社会主义、共产主义', '推翻帝国主义压迫,达到中华民族完全独立', '消除内乱,打倒军阀,建设国内和平', '统一中国为真正的民主共和国']",['实现社会主义、共产主义']
天京事变说明的最基本道理是(),"['农民阶级的领袖缺乏革命的进取心', '农民政权内部的斗争不可避免', '农民阶级绝对不是一个先进的阶级', '小农经济的分散性决定了农民阶级不能形成坚强的领导核心']",['小农经济的分散性决定了农民阶级不能形成坚强的领导核心']
"1929年4月,毛泽东在兴国发布第二个土地法,将“没收一切土地”改为“没收一切公共土地及地主阶级的土地”.这一个原则性的改正,保护了()","['地主的利益', '富农的利益', '中农的利益', '贫农的利益']",['中农的利益']
资本主义列强对华经济侵略由商品输出为主转为以资本输出为主是在(),"['《南京条约》签订后', '《马关条约》签订后', '《北京条约》签订后', '《辛丑条约》签订后']",['《马关条约》签订后']
"1843年,魏源在《海国图志》中提出的思想主张是()","['中学为体,西学为用', '师夷长技以制夷', '物竞天择,适者生存', '维新变法以救亡图存']",['师夷长技以制夷']
"在中共第一次全国代表大会上,选举陈独秀为()","['中央局书记', '中央执行委员会委员长', '中央委员会总书记', '中央委员会主席']",['中央局书记']
"抗日战争胜利后,国共双方通过重庆谈判签订《政府与中共代表会谈纪要》的时间是","['1945年8月', '1945年9月', '1945年10月', '1945年11月']",['1945年10月']
"百日维新颁布的新政内容中,没有涉及的问题是()","['改革政体', '撤并机构', '改革财政', '改革军队']",['改革政体']
"鲁迅哪部作品对封建礼教进行了有力的揭露和控诉,使反对“吃人的礼教”成了许多人的共同呼声()","['《灯下漫笔》', '《狂人日记》', '《呐喊》', '《彷徨》']",['《狂人日记》']
"提出“驱除鞑虏,恢复中华,建立民国,平均地权”政治纲领的是()","['兴中会', '华兴会', '光复会', '同盟会']",['同盟会']
"1840年鸦片战争前,中国封建社会的主要矛盾是()","['地主阶级和农民阶级的矛盾', '地主阶级和资产阶级的矛盾', '工人阶级和资产阶级的矛盾', '资产阶级和农民阶级的矛盾']",['地主阶级和农民阶级的矛盾']
下列各项属于孙中山“三民主义”中“民生主义”的是(),"['反对满洲贵族,反对民族压迫', '推翻君主专制政体,建立国民政府', '国民有言论、集会、著作自由', '核定地价、征收地租税,向地主收买土地']","['核定地价、征收地租税,向地主收买土地']"
中国在半殖民地半封建社会时期反侵略斗争失败的最根本原因是(),"['经济技术落后', '社会制度腐败', '思想文化保守', '军事装备落后']",['社会制度腐败']
"1911年10月10日晚,新军工程第八营的革命党人打响了武昌起义第一枪,当夜占领武昌,三日之内,革命党控制了武汉三镇,成立湖北军政府,被推为都督的是()","['汤化龙', '黎元洪', '焦达峰', '孙中山']",['黎元洪']
甲午中日战争爆发的标志是(),"['朝鲜爆发东学党起义', '清政府出兵帮助朝鲜镇压起义', '丰岛海战', '黄海海战']",['丰岛海战']
被称为近代中国睁眼看世界第一人的是(),"['林则徐', '魏源', '龚自珍', '郑观应']",['林则徐']
"1927年,中共八七会议确定的总方针是()","['推翻北洋军阀的黑暗统治', '开辟农村革命根据地', '开展土地革命和武装反抗国民党反动派', '建立工农民主统一战线']",['开展土地革命和武装反抗国民党反动派']
中华民族进入全民族抗战是在(),"['九一八事变后', '一二八事变后', '华北事变后', '卢沟桥事变后']",['卢沟桥事变后']
洋务运动中创办的最大军工企业是(),"['金陵机器局', '福州船政局', '湖北枪炮厂', '江南制造总局']",['江南制造总局']
"1938年10月,抗日战争进入相持阶段后,日本侵华政策改变为()①“速战速决”“武力征服”②“以华制华”“以战养战”③重视共产党,轻视国民党④对国民党以政治诱降为辅,以军事打击为主⑤对国民党以政治诱降为主,以军事打击为辅","['①②③', '②④', '①②④', '②③⑤']",['②③⑤']
"在1911年爆发的保路运动中,规模最大、斗争最激烈的省份是()","['四川', '湖南', '广东', '湖北']",['四川']
"20世纪初,在民主革命思想传播中发表《警世钟》的是()","['章炳麟', '邹容', '陈天华', '孙中山']",['陈天华']
中国近代民主革命的中心问题是农民问题与土地问题.列举中国近代民主革命时期的土地政策和主张：().①太平天国的《天朝田亩制度》②孙中山的“平均地权”思想③中国共产党1931年的土地革命路线④中国共产党1947年《中国土地法大纲》,"['①③④', '①②③', '②④', '①②③④']",['①②③④']
中国革命的基本问题是(),"['农民(土地)问题', '工人问题', '武装斗争问题', '党的建设问题']",['农民(土地)问题']
《共产党宣言》第一个中译本的翻译者是(),"['陈独秀', '李大钊', '陈望道', '李达']",['陈望道']
"19世纪70～80年代,帝国主义列强蚕食中国边疆地区,中国陷入“边疆危机”的地区不包括()","['西北地区', '西南地区', '东北地区', '东南地区']",['东北地区']
在抗日战争中牺牲的国民党最高将领是().,"['佟麟阁', '赵登禹', '张自忠', '左权']",['张自忠']
抗战时期的西南联合大学是由()组建的①北京大学②清华大学③南开大学④云南大学,"['①②', '①②③', '①③', '②③④']",['①②③']
日本变中国为其独占殖民地阶段开始的事件是(),"['华北事变', '九一八事变', '七七事变', '一二八事变']",['九一八事变']
《海国图志》的积极意义包括()①提出“师夷长技以制夷”②综述世界各国历史、地理③吸纳某些西方政治经济学说④开创中国近代向西方学习的新风,"['①②③', '②③④', '①③④', '①②④']",['①②④']
"在重庆谈判期间,国民党军队不断发动对解放区的进攻.这说明国民党().","['内战失真,和谈是假', '企图以军事优势争取谈判优势', '根本不把中国共产党放在眼里', '军队纪律败坏,根本不服从调遣']","['内战失真,和谈是假']"
日本天皇裕仁以广播“终战诏书”的形式宣布日本投降的时间是(),"['1945.9.1', '1945.8.17', '1945.8.15', '1945.8.20']",['1945.8.15']
"全面内战爆发后,国统区危机四伏,其中最严重的危机是().","['经济恶化', '军事进攻受挫', '反蒋第二条战线形成', '政治孤立']",['经济恶化']
"戊戌维新时期,梁启超曾任主笔的报纸是()","['《时务报》', '《万国公报》', '《国闻报》', '《湘报》']",['《时务报》']
中国新民主主义革命的伟大开端是(),"['戊戌变法运动', '保路运动', '新文化运动', '五四运动']",['五四运动']
20世纪初期推动中国发生历史巨变的主要代表人物是(),"['孙中山', '康有为', '梁启超', '黄兴']",['孙中山']
"1931年1月至1935年1月,使中国革命受到严重挫折的错误是()","['瞿秋白的“左”倾盲动错误', '李立三的“左”倾冒险错误', '陈独秀投降主义错误', '王明的左倾教条错误']",['王明的左倾教条错误']
维新派与洋务派在学习西方问题上的主要不同之处是(),"['是否学习西方的科学技术', '是否使用大机器生产', '是否创办新式学堂', '是否学习西方的政治制度']",['是否学习西方的政治制度']
"19世纪初,大肆向中国走私鸦片的国家是()","['美国', '英国', '日本', '俄国']",['英国']
"毛泽东同志有诗云：“钟山风雨起苍黄,百万雄师过大江.虎踞龙盘今胜昔,天翻地覆慨而慷.”该诗反映的重大历史事件是()","['八路军发起的百团大战', '人民解放军攻占南京', '人民解放军解放上海', '中国人民志愿军赴朝作战']",['人民解放军攻占南京']
"中国的抗日战争是世界反法西斯战争的重要组成部分,其表现是()①中国战场年平均牵制日本的陆军的74%以上②日军在海外作战中损失的287万人中,有150万人伤亡在中国战场③中国为盟国提供了大量的战略物资和军事情报④苏联出兵击败日本关东军","['①②③', '①②④', '②③④', '①②③④']",['①②③']
"1984年,中共十二届三中全会制定通过了()","['《关于加快农业发展若干问题的决定》', '《关于经济体制改革的决定》', '《关于科技体制改革的决定》', '《关于教育体制改革的决定》']",['《关于经济体制改革的决定》']
"1961年1月,中共中央正式决定对国民经济实行""调整、巩固、充实、提高""方针的会议是()","['中共八届五中全会', '中共八届六中全会', '中共八届九中全会', '中共八届十中全会']",['中共八届九中全会']
"抗日战争胜利后,国共双方通过重庆谈判签订《政府与中共代表会谈纪要》的时间是().","['1945年8月', '1945年9月', '1945年10月', '1945年11月']",['1945年10月']
"第一次鸦片战争结束后,中国与美国订立的条约是()","['《南京条约》', '《望厦条约》', '《黄埔条约》', '《瑗珲条约》']",['《望厦条约》']
"孙中山所设计的资产阶级共和国方案,在中国近代思想史上占有重要地位,主要体现在以下几个方面()①冲破了几千年的专制体制束缚,提供了一个崭新的国家模式②以“天下为公”思想冲破了封建等级观念③富国强民的政治理想,给未来的国家发展指明了方向④试图吸收西方政治思想的精华,同时避免西方社会的弊病","['①②③④', '②③④', '①②③', '①③④']",['①②③④']
被称为“中国近代睁眼看世界的第一人”是(),"['林则徐', '魏源', '郑观应', '康有为']",['林则徐']
"“六三”以后,五四运动进入新的阶段,这是因为()①运动规模突破知识分子范围②工人阶级成为主力③广泛的群众爱国运动④运动中心移到上海","['①②③', '②③④', '③④', '①②③④']",['①②③④']
毛泽东党的七届二中全会上提出了()重要思想.①“两个务必”思想②警惕资产阶级“糖衣炮弹”袭击的思想③制定了党内防腐蚀的各项措施④如何正确处理人民内部矛盾的思想,"['②③', '①③', '①②③', '①②④']",['①②③']
第一个中国共产党早期组织建立于(),"['上海', '北京', '武汉', '长沙']",['上海']
"1947年6月,中国人民解放军开始实行战略反攻的战略意图是().","['与敌军主力进行决战', '全面扩大解放区', '解放中原,进取华中', '由内线作战转向外线作战']",['由内线作战转向外线作战']
"洋务运动后期,洋务派打出的旗号是()","['“师夷长技以制夷”', '“自强”', '“扶清灭洋”', '“求富”']",['“求富”']
洋务派兴办洋务事业的指导思想是(),"['“中学为体,西学为用”', '救亡图存', '“适者生存”', '“能变则全,不变则亡”']","['“中学为体,西学为用”']"
"从中国近现代历史看,洋务运动()","['建立了近代化的政治制度', '使中国走上了富强之路', '导致中国第一批近代企业和技术人员产生', '抵御列强侵略,维护清朝统治']",['导致中国第一批近代企业和技术人员产生']
敌后战场为国捐躯的八路军、新四军高级将领有()①左权②张自忠③赵尚志④彭雪枫,"['①③④', '②③④', '①②④', '①②③④']",['①③④']
清末新政开始的时间是(),"['1901年', '1894年', '1883年', '1911年']",['1901年']
"下列新文化运动倡导者中,不是早期马克思主义信仰者的是()","['李大钊', '毛泽东', '胡适', '蔡和森']",['胡适']
"曾国藩认为,“自古平江南之策,必踞上游之势,建瓴而下,乃能成功”.为此,他在镇压太平天国时首先决定全力夺取().","['苏州', '上海', '杭州', '安庆']",['安庆']
"对洋务运动的下列评价中,不正确的是()","['客观上刺激中国资本主义的发展', '对外国经济的扩张起了一些抵制作用', '使中国走上资本主义道路', '引进西方先进技术,培养了一批科技人才']",['使中国走上资本主义道路']
在1923年“二七惨案”中被杀害的共产党员是()①林祥谦②施洋③苏兆征④林伟民,"['①③', '①②', '①②③', '①②③④']",['①②']
中共十三大比较系统地阐述了(),"['社会主义本质理论', '社会主义市场经济理论', '社会主义初级阶段理论', '“三个有利于”标准的理论']",['社会主义初级阶段理论']
《资政新篇》的内容“新”在(),"['主张发展资本主义', '主张平均分配土地', '主张军令政令统一', '主张严禁鸦片']",['主张发展资本主义']
新文化运动兴起的标志是(),"['陈独秀创办《青年》杂志', '鲁迅发表《狂人日记》', '李大钊发表《我的马克思主义观》', '蔡元培出任北京大学校长']",['陈独秀创办《青年》杂志']
"全面内战爆发前,国民党在国统区制造的镇压爱国民主运动的惨案有()①“一二•一”惨案②五卅惨案③校场口血案④下关惨案","['②③④', '①②③', '①②③④', '①③④']",['①③④']
邓小平在中共十二大上首次明确提出了,"['建设有中国特色社会主义', '建设富强民主文明的社会主义现代化国家', '党在社会主义初级阶段的基本路线', '党在社会主义初级阶段的基本纲领']",['建设有中国特色社会主义']
"太平天国定都天京后,先后进行了()和天京城外的破围战","['北伐、东征', '北伐、西征', '东征、西征', '南征、西征']",['北伐、西征']
以下不是发生在洋务运动期间的是(),"['中法战争', '甲午中日战争', '沙俄从中国取得一百多万平方公里领土', '维新运动']",['维新运动']
"武昌起义胜利后成立湖北军政府,推举的都督是()","['黄兴', '黎元洪', '孙中山', '章太炎']",['黎元洪']
近代中国历史上第一个资产阶级革命组织是(),"['兴中会', '中国同盟会', '华兴会', '光复会']",['兴中会']
"全行业公私合营实行以前,对企业利润的分配方案是()","['定股定息', '四马分肥', '加工订货', '统购包销']",['四马分肥']
1911年10月武昌起义的具体组织者和发动者是()①兴中会②文学社③华兴会④共进会,"['②④', '①②', '①②③④', '①③④']",['②④']
下列关于洋务运动论述不正确的是(),"['洋务运动是一场封建统治者的自救运动', '洋务运动客观上促进了中国资本主义的发展', '洋务运动是一场资产阶级性质的政治改革运动', '洋务运动失败是必然的']",['洋务运动是一场资产阶级性质的政治改革运动']
"1932年1•28事变后,上海凇沪抗战中奋起抵抗日军侵略的中国军队是()","['国民党第二十九军', '八路军', '国民党第十九路军', '东北军十九路军']",['国民党第十九路军']
毛泽东《论十大关系》报告围绕的基本方针是(),"['独立自主', '自力更生为主,争取外援为辅', '调动一切积极因素,为社会主义事业服务', '走中国特色社会主义道路']","['调动一切积极因素,为社会主义事业服务']"
中国共产党第一次完整地概括社会主义初级阶段基本路线的会议是(),"['中共十三大', '中共十四大', '中共十五大', '中共十六大']",['中共十三大']
中国早期接受、宣传马克思主义的先进分子中发表《马克思主义》一文的是(),"['杨匏安', '蔡和森', '陈独秀', '周恩来']",['杨匏安']
"1980年1月,邓小平在《目前的形势和任务》提出的中国人民长期奋斗的三件大事是()①推进体制改革②维护世界和平③实现祖国统一④加紧现代化建设","['①②③', '②③④', '①③④', '①②④']",['②③④']
五四运动取得初步胜利的根本原因是().,"['新文化运动促进作用', '青年学生的先锋作用', '工人阶级发挥了主力军的作用', '十月革命的影响']",['工人阶级发挥了主力军的作用']
《革命军》的作者是(),"['章炳麟', '邹容', '陈天华', '宋教仁']",['邹容']
我国“一五”期间的重要工业建设项目集中于(),"['东北地区', '沿海地区', '南方地区', '华中地区']",['东北地区']
哪次事件标志着中国资产阶级领导的旧民主主义革命的终结(),"['二次革命', '护国运动', '让总统职位与袁世凯', '护法运动']",['护法运动']
中国最早的一批产业工人产生在(),"['洋务企业中', '外国资本经营的近代工商企业中', '民族资本主义企业中', '私人小作坊中']",['外国资本经营的近代工商企业中']
"鸦片战争后,提出“师夷长技以制夷”思想的是()","['林则徐', '魏源', '龚自珍', '王韬']",['魏源']
"19世纪60年代后,洋务派开展洋务运动的指导思想是()","['师夷长技以制夷', '中学为体,西学为用', '变法维新以救亡图存', '物竞天择,适者生存']","['中学为体,西学为用']"
太平天国后期的领导核心有()①石达开②陈玉成③李秀成④洪仁玕,"['①②', '①②③', '②③④', '③④']",['②③④']
撰写《革命军》号召推翻清朝封建专制统治的是(),"['陈天华', '宋教仁', '邹容', '章炳麟']",['邹容']
